article_cluster,keyword,frequency,n_tokens,subcluster,distance_from_subcentroid,centrality,tfidf,global_frequency,is_core_domain,cluster_label
2,bank credit risk,2,3,0,0.2193127727769607,0.3384324736894284,0.007127037842960612,2,False,Credit risk & Financial technology
2,fintech,11,1,2,0.12619697028765708,0.34345530110817757,0.04610841539316258,34,True,Credit risk & Financial technology
2,responsible finance,1,2,2,0.3152942769332694,0.31250458997939856,0.0034161006321113134,1,False,Credit risk & Financial technology
2,sustainable finance,1,2,2,0.34506169181910873,0.36025926283118936,0.0034161006321113134,1,False,Credit risk & Financial technology
2,economic growth,1,2,4,0.3184426898260504,0.4956338355262423,0.003311283190538142,1,False,Credit risk & Financial technology
2,financial stability,1,2,4,0.4010746395907816,0.34755435031268045,0.006857601232515868,2,False,Credit risk & Financial technology
2,regulatory arbitrage,1,2,1,0.5049729149075508,0.5058629219439287,0.003311283190538142,1,False,Credit risk & Financial technology
2,soft information,1,2,4,0.552898914292175,0.5852382263997589,0.003311283190538142,1,False,Credit risk & Financial technology
2,alternative data,1,2,0,0.35541678234871177,0.39195943429637425,0.006142353223099689,1,False,Credit risk & Financial technology
2,credit invisible,1,2,0,0.2718423709502842,0.40617410014130184,0.003851689752384352,1,False,Credit risk & Financial technology
2,fintech partnership,1,2,2,0.1660536457039371,0.3457829460120405,0.003851689752384352,1,False,Credit risk & Financial technology
2,bigtech,2,1,2,0.3879951233577703,0.4942115990062095,0.00930435709599374,2,False,Credit risk & Financial technology
2,competition,1,1,4,0.5140027258633462,0.6024738959008024,0.0027991402386414775,1,False,Credit risk & Financial technology
2,local banks,1,2,3,0.1696674616304703,0.35239076552559423,0.0027991402386414775,1,False,Credit risk & Financial technology
2,relationship lending,1,2,1,0.2885717161996254,0.43084182696320517,0.0027991402386414775,1,False,Credit risk & Financial technology
2,soft credit information,1,3,0,0.28713683728662076,0.44181700954321945,0.0027991402386414775,1,False,Credit risk & Financial technology
2,financial technology,3,2,2,0.16372189396691827,0.35156228837206527,0.015226031625781932,7,False,Credit risk & Financial technology
2,green credit expansion,1,3,0,0.38145735602896713,0.3818724370141322,0.0030388212189974492,1,False,Credit risk & Financial technology
2,green credit risk,1,3,0,0.1944066414331077,0.3565788514877405,0.0030388212189974492,1,False,Credit risk & Financial technology
2,resource allocation efficiency,1,3,4,0.3988277069456627,0.5132522009731681,0.0030388212189974492,1,False,Credit risk & Financial technology
2,fintech adoption,1,2,2,0.18747290303161224,0.35352963239656543,0.004165368018818717,1,False,Credit risk & Financial technology
2,loan size,1,2,1,0.3106290837158554,0.44609274734063753,0.004165368018818717,1,False,Credit risk & Financial technology
2,risk-taking,2,1,0,0.4975798478251595,0.5366956280993603,0.012325778548039467,2,False,Credit risk & Financial technology
2,rural bank,1,2,3,0.30358484709939715,0.46682691194355863,0.004165368018818717,1,False,Credit risk & Financial technology
2,performance,1,1,4,0.47869453574238285,0.5962672129862838,0.007893311610946557,1,False,Credit risk & Financial technology
2,personal loans,1,2,1,0.2727335041993606,0.41186789635222676,0.00438880950222822,1,False,Credit risk & Financial technology
2,dynamic panel two-stage gmm,1,4,4,0.5011921888515294,0.60681113376898,0.0029935497048881135,1,False,Credit risk & Financial technology
2,postfinancing,1,1,1,0.3603142118949849,0.42381241732778996,0.0029935497048881135,1,False,Credit risk & Financial technology
2,prefinancing,1,1,1,0.3020353069559746,0.41803076387811955,0.0029935497048881135,1,False,Credit risk & Financial technology
2,sustainable financial development,1,3,4,0.3619801124604013,0.3680285716276228,0.0029935497048881135,1,False,Credit risk & Financial technology
2,digital risk control,1,3,0,0.36462365120232276,0.4216388568173235,0.004464812591662077,1,False,Credit risk & Financial technology
2,conventional financial sector,1,3,3,0.2525040995512673,0.3293635469950673,0.003027526298579406,1,False,Credit risk & Financial technology
2,financial constraints,2,2,4,0.43737907564194667,0.39647123040878807,0.005645121550283233,2,False,Credit risk & Financial technology
